Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThirdSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotBathrooms,HouseAge,Remodeled,IsNew,NeighRich,Haspool,Has2ndfloor,Hasgarage,Hasbsmt,Hasfireplace,TotalSqFeet,TotalPorchSF
46,120,RL,61.0,7658,Pave,None,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,1,412.0,4,2,PConc,4,3,1,6,456.0,1,0.0,1296.0,1752.0,GasA,120,Y,SBrkr,1752,0,0,1752,1.0,0.0,2,0,2,1,4,6,7,1,4,Attchd,2005.0,2,2.0,576.0,3,3,120,196,82,0,0,0,0,0,None,None,0,2,2010,WD,Normal,319900.0,3.0,5,0,0,2,0,0,1,1,1,3504.0,82
47,50,RL,48.0,12822,Pave,None,1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,4,3,1,6,1351.0,1,0.0,83.0,1434.0,GasA,50,Y,SBrkr,1518,631,0,2149,1.0,0.0,1,1,1,1,3,6,7,1,5,Attchd,2003.0,2,2.0,670.0,3,3,50,168,43,0,0,198,0,0,None,None,0,8,2009,WD,Abnorml,239686.0,2.5,6,0,0,1,0,1,1,1,1,3583.0,241
48,20,FV,84.0,11096,Pave,None,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,3,6,24.0,1,0.0,1632.0,1656.0,GasA,20,Y,SBrkr,1656,0,0,1656,0.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2006.0,2,3.0,826.0,3,3,20,0,146,0,0,0,0,0,None,None,0,7,2007,WD,Normal,249700.0,2.0,1,0,0,1,0,0,1,1,0,3312.0,146
49,190,RM,33.0,4456,Pave,None,0,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,736.0,736.0,GasA,190,Y,SBrkr,736,716,0,1452,0.0,0.0,2,0,2,3,2,8,7,0,0,NoGarage,1920.0,0,0.0,0.0,0,0,190,0,0,102,0,0,0,0,None,None,0,6,2009,New,Partial,113000.0,2.0,89,1,0,1,0,1,0,1,0,2188.0,102
50,20,RL,66.0,7742,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,4,763.0,1,0.0,192.0,955.0,GasA,20,Y,SBrkr,955,0,0,955,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1966.0,1,1.0,386.0,3,3,20,0,0,0,0,0,0,0,MnPrv,None,0,1,2007,WD,Normal,127000.0,2.0,41,0,0,1,0,0,1,1,0,1910.0,0
51,60,RL,64.0,13869,Pave,None,2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,PConc,3,3,3,6,182.0,1,0.0,612.0,794.0,GasA,60,Y,SBrkr,794,676,0,1470,0.0,1.0,2,0,3,1,2,6,7,0,0,Attchd,1997.0,3,2.0,388.0,3,3,60,0,75,0,0,0,0,0,None,None,0,7,2007,WD,Normal,177000.0,2.5,10,0,0,1,0,1,1,1,0,2264.0,75
52,50,RM,52.0,6240,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,816.0,816.0,GasA,50,Y,SBrkr,816,0,360,1176,0.0,0.0,1,0,3,1,2,6,7,1,4,Detchd,1985.0,1,2.0,528.0,3,3,50,112,0,0,0,0,0,0,MnPrv,Shed,400,9,2006,WD,Normal,114500.0,1.0,72,1,0,1,0,0,1,1,1,1992.0,0
53,90,RM,110.0,8472,Grvl,None,2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,1,2,CBlock,3,3,4,2,104.0,6,712.0,0.0,816.0,GasA,90,N,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,2,5,7,0,0,CarPort,1963.0,1,2.0,516.0,3,3,90,106,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,110000.0,2.0,47,0,0,0,0,0,1,1,0,1632.0,0
54,20,RL,68.0,50271,Pave,None,1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,0,0.0,3,2,CBlock,4,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,20,Y,SBrkr,1842,0,0,1842,2.0,0.0,0,1,0,1,3,5,7,1,4,Attchd,1981.0,3,3.0,894.0,3,3,20,857,72,0,0,0,0,0,None,None,0,11,2006,WD,Normal,385000.0,2.5,25,1,0,1,0,0,1,1,1,3684.0,72
55,80,RL,60.0,7134,Pave,None,0,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,CBlock,2,3,1,5,384.0,1,0.0,0.0,384.0,GasA,80,Y,SBrkr,1360,0,0,1360,0.0,0.0,1,0,3,1,2,6,6,1,3,Detchd,1962.0,1,2.0,572.0,3,3,80,0,50,0,0,0,0,0,MnPrv,None,0,2,2007,WD,Normal,130000.0,1.0,52,0,0,1,0,0,1,1,1,1744.0,50
56,20,RL,100.0,10175,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,1,272.0,2,2,CBlock,2,3,1,4,490.0,1,0.0,935.0,1425.0,GasA,20,Y,SBrkr,1425,0,0,1425,0.0,0.0,2,0,3,1,2,7,7,1,4,Attchd,1964.0,2,2.0,576.0,3,3,20,0,0,0,407,0,0,0,None,None,0,7,2008,WD,Normal,180500.0,2.0,44,0,0,1,0,0,1,1,1,2850.0,407
57,160,FV,24.0,2645,Pave,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,1,456.0,3,2,PConc,3,3,1,6,649.0,1,0.0,321.0,970.0,GasA,160,Y,SBrkr,983,756,0,1739,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1999.0,3,2.0,480.0,3,3,160,115,0,0,0,0,0,0,None,None,0,8,2009,WD,Abnorml,172500.0,3.5,10,1,0,1,0,1,1,1,0,2709.0,0
58,60,RL,89.0,11645,Pave,None,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,1,1,0.0,1,0.0,860.0,860.0,GasA,60,Y,SBrkr,860,860,0,1720,0.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,2004.0,2,2.0,565.0,3,3,60,0,70,0,0,0,0,0,None,None,0,8,2006,WD,Normal,196500.0,2.5,2,0,0,1,0,1,1,1,0,2580.0,70
59,60,RL,66.0,13682,Pave,None,2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,1,1031.0,4,2,PConc,4,3,4,1,0.0,1,0.0,1410.0,1410.0,GasA,60,Y,SBrkr,1426,1519,0,2945,0.0,0.0,3,1,3,1,3,10,7,1,4,BuiltIn,2006.0,3,3.0,641.0,3,3,60,192,0,37,0,0,0,0,None,None,0,10,2006,New,Partial,438780.0,3.5,0,0,1,2,0,1,1,1,1,4355.0,37
60,20,RL,60.0,7200,Pave,None,0,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,3,5,632.0,1,0.0,148.0,780.0,GasA,20,Y,SBrkr,780,0,0,780,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1973.0,1,1.0,352.0,3,3,20,196,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,124900.0,1.0,36,0,0,1,0,0,1,1,0,1560.0,0
61,20,RL,63.0,13072,Pave,None,0,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,PConc,3,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,20,Y,SBrkr,1158,0,0,1158,1.0,0.0,1,1,3,1,3,5,7,0,0,Detchd,2006.0,1,2.0,576.0,3,3,20,0,50,0,0,0,0,0,None,None,0,5,2006,New,Partial,158000.0,2.5,2,0,0,1,0,0,1,1,0,2316.0,50
62,75,RM,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,530.0,530.0,GasA,75,N,SBrkr,581,530,0,1111,0.0,0.0,1,0,3,1,1,6,7,0,0,Detchd,1935.0,1,1.0,288.0,3,3,75,0,0,144,0,0,0,0,None,None,0,3,2007,WD,Normal,101000.0,1.0,87,1,0,0,0,1,1,1,0,1641.0,144
63,120,RL,44.0,6442,Pave,None,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,2,178.0,3,2,PConc,3,4,2,6,24.0,1,0.0,1346.0,1370.0,GasA,120,Y,SBrkr,1370,0,0,1370,0.0,0.0,2,0,2,1,3,6,7,1,4,Attchd,2006.0,2,2.0,484.0,3,3,120,120,49,0,0,0,0,0,None,None,0,10,2007,WD,Normal,202500.0,2.0,1,0,0,2,0,0,1,1,1,2740.0,49
64,70,RM,50.0,10300,Pave,None,1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,0,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,576.0,576.0,GasA,70,Y,SBrkr,902,808,0,1710,0.0,0.0,2,0,3,1,2,9,7,0,0,Detchd,1990.0,1,2.0,480.0,3,3,70,12,11,64,0,0,0,0,GdPrv,None,0,4,2010,WD,Normal,140000.0,2.0,89,1,0,1,0,1,1,1,0,2286.0,75
65,60,RL,70.0,9375,Pave,None,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,1,573.0,2,2,PConc,3,3,1,6,739.0,1,0.0,318.0,1057.0,GasA,60,Y,SBrkr,1057,977,0,2034,1.0,0.0,2,1,3,1,3,8,7,0,0,Attchd,1998.0,2,2.0,645.0,3,3,60,576,36,0,0,0,0,0,GdPrv,None,0,2,2009,WD,Normal,219500.0,3.5,12,1,0,1,0,1,1,1,0,3091.0,36
66,60,RL,76.0,9591,Pave,None,0,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,1,344.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1143.0,1143.0,GasA,60,Y,SBrkr,1143,1330,0,2473,0.0,0.0,2,1,4,1,3,9,7,1,4,BuiltIn,2004.0,2,3.0,852.0,3,3,60,192,151,0,0,0,0,0,None,None,0,10,2007,WD,Normal,317000.0,2.5,3,1,0,2,0,1,1,1,1,3616.0,151
67,20,RL,73.0,19900,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,1,287.0,2,2,CBlock,3,3,4,6,912.0,1,0.0,1035.0,1947.0,GasA,20,Y,SBrkr,2207,0,0,2207,1.0,0.0,2,0,3,1,2,7,6,1,4,Attchd,1970.0,2,2.0,576.0,3,3,20,301,0,0,0,0,0,0,None,None,0,7,2010,WD,Normal,180000.0,3.0,40,1,0,1,0,0,1,1,1,4154.0,0
68,20,RL,72.0,10665,Pave,None,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,167.0,3,2,PConc,3,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,20,Y,SBrkr,1479,0,0,1479,1.0,0.0,2,0,3,1,3,7,7,0,0,Attchd,2003.0,2,2.0,558.0,3,3,20,144,29,0,0,0,0,0,None,None,0,6,2007,WD,Normal,226000.0,3.0,4,0,0,1,0,0,1,1,0,2932.0,29
69,30,RM,47.0,4608,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,2,3,CBlock,2,3,1,1,0.0,1,0.0,747.0,747.0,GasA,30,Y,SBrkr,747,0,0,747,0.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1945.0,1,1.0,220.0,3,3,30,0,0,0,0,0,0,0,None,None,0,6,2010,WD,Normal,80000.0,1.0,65,1,0,1,0,0,1,1,0,1494.0,0
70,50,RL,81.0,15593,Pave,None,0,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,0,0.0,3,2,CBlock,2,3,1,4,603.0,1,0.0,701.0,1304.0,GasW,50,Y,SBrkr,1304,983,0,2287,0.0,0.0,2,0,3,1,2,7,7,1,3,Attchd,1953.0,3,2.0,667.0,3,3,50,0,21,114,0,0,0,0,None,None,0,7,2006,WD,Normal,225000.0,2.0,53,0,0,1,0,1,1,1,1,3591.0,135
71,20,RL,95.0,13651,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,1,1115.0,2,3,CBlock,3,3,4,5,1880.0,1,0.0,343.0,2223.0,GasA,20,Y,SBrkr,2223,0,0,2223,1.0,0.0,2,0,3,1,2,8,7,2,4,Attchd,1973.0,3,2.0,516.0,3,3,20,300,0,0,0,0,0,0,None,None,0,2,2007,WD,Normal,244000.0,3.0,34,0,0,1,0,0,1,1,1,4446.0,0
72,20,RL,69.0,7599,Pave,None,0,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,0,0.0,2,2,CBlock,2,3,1,5,565.0,1,0.0,280.0,845.0,GasA,20,Y,SBrkr,845,0,0,845,1.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1987.0,1,2.0,360.0,3,3,20,0,0,0,0,0,0,0,None,None,0,6,2007,WD,Normal,129500.0,2.0,25,1,0,1,0,0,1,1,0,1690.0,0
73,60,RL,74.0,10141,Pave,None,1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,1,40.0,2,2,PConc,3,3,1,1,0.0,1,0.0,832.0,832.0,GasA,60,Y,SBrkr,885,833,0,1718,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1998.0,3,2.0,427.0,3,3,60,0,94,0,0,291,0,0,None,None,0,12,2009,WD,Normal,185000.0,2.5,11,0,0,1,0,1,1,1,1,2550.0,385
74,20,RL,85.0,10200,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,1,104.0,2,2,CBlock,2,3,1,5,320.0,4,362.0,404.0,1086.0,GasA,20,Y,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1989.0,1,2.0,490.0,3,3,20,0,0,0,0,0,0,0,GdWo,None,0,5,2010,WD,Normal,144900.0,2.0,56,1,0,1,0,0,1,1,0,2172.0,0
75,50,RM,60.0,5790,Pave,None,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,0,0.0,3,3,CBlock,1,3,1,1,0.0,1,0.0,840.0,840.0,GasA,50,N,SBrkr,840,765,0,1605,0.0,0.0,2,0,3,2,2,8,7,0,0,Detchd,1915.0,1,1.0,379.0,3,3,50,0,0,202,0,0,0,0,None,None,0,5,2010,WD,Normal,107400.0,2.0,95,1,0,1,0,1,1,1,0,2445.0,202
76,180,RM,21.0,1596,Pave,None,0,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,0,0.0,2,2,CBlock,3,3,4,6,462.0,1,0.0,0.0,462.0,GasA,180,Y,SBrkr,526,462,0,988,1.0,0.0,1,0,2,1,2,5,7,0,0,BuiltIn,1973.0,1,1.0,297.0,3,3,180,120,101,0,0,0,0,0,GdWo,None,0,11,2009,WD,Normal,91000.0,2.0,36,0,0,0,0,1,1,1,0,1450.0,101
77,20,RL,73.0,8475,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,CBlock,2,3,1,5,228.0,1,0.0,724.0,952.0,GasA,20,Y,FuseA,952,0,0,952,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1956.0,1,1.0,283.0,3,3,20,0,0,0,0,0,0,0,None,None,0,4,2008,WD,Normal,135750.0,1.0,52,0,0,1,0,0,1,1,0,1904.0,0
78,50,RM,50.0,8635,Pave,None,0,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,CBlock,2,3,1,4,336.0,6,41.0,295.0,672.0,GasA,50,Y,SBrkr,1072,213,0,1285,1.0,0.0,1,0,2,1,2,6,6,0,0,Detchd,1948.0,1,1.0,240.0,3,3,50,0,0,0,0,0,0,0,MnPrv,None,0,1,2008,WD,Normal,127000.0,2.0,60,1,0,1,0,1,1,1,0,1957.0,0
79,90,RL,72.0,10778,Pave,None,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,90,N,SBrkr,1768,0,0,1768,0.0,0.0,2,0,4,2,2,8,7,0,0,NoGarage,1968.0,0,0.0,0.0,0,0,90,0,0,0,0,0,0,0,None,None,0,4,2010,WD,Normal,136500.0,2.0,42,0,0,1,0,0,0,1,0,3536.0,0
80,50,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,440.0,440.0,GasA,50,Y,SBrkr,682,548,0,1230,0.0,0.0,1,1,2,1,2,5,7,0,0,Detchd,1966.0,1,2.0,440.0,3,3,50,74,0,128,0,0,0,0,MnPrv,None,0,5,2009,WD,Normal,110000.0,1.5,99,1,0,1,0,1,1,1,0,1670.0,128
81,60,RL,100.0,13000,Pave,None,0,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,1,576.0,2,3,CBlock,3,3,1,3,448.0,1,0.0,448.0,896.0,GasA,60,Y,SBrkr,1182,960,0,2142,0.0,0.0,2,1,4,1,3,8,7,1,4,Attchd,1968.0,3,1.0,509.0,3,3,60,0,72,0,0,252,0,0,None,None,0,6,2009,WD,Normal,193500.0,2.5,41,0,0,1,0,1,1,1,1,3038.0,324
82,120,RM,32.0,4500,Pave,None,0,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,1,443.0,2,3,PConc,4,4,1,6,1201.0,1,0.0,36.0,1237.0,GasA,120,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,7,0,0,Attchd,1998.0,3,2.0,405.0,3,3,120,0,199,0,0,0,0,0,None,None,0,3,2006,WD,Normal,153500.0,3.0,8,0,0,1,0,0,1,1,0,2574.0,199
83,20,RL,78.0,10206,Pave,None,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,2,468.0,2,2,PConc,3,3,1,6,33.0,1,0.0,1530.0,1563.0,GasA,20,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,2007.0,2,3.0,758.0,3,3,20,144,99,0,0,0,0,0,None,None,0,10,2008,WD,Normal,245000.0,2.0,1,0,0,1,0,0,1,1,1,3126.0,99
84,20,RL,80.0,8892,Pave,None,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,0,66.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,1065.0,1065.0,GasA,20,Y,SBrkr,1065,0,0,1065,0.0,0.0,1,1,3,1,2,6,7,0,0,Detchd,1974.0,1,2.0,461.0,3,3,20,74,0,0,0,0,0,0,None,None,0,7,2007,COD,Normal,126500.0,1.5,47,0,0,1,0,0,1,1,0,2130.0,0
85,80,RL,64.0,8530,Pave,None,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,1,22.0,2,2,PConc,3,3,1,1,0.0,1,0.0,384.0,384.0,GasA,80,Y,SBrkr,804,670,0,1474,0.0,0.0,2,1,3,1,2,7,7,1,3,BuiltIn,1995.0,3,2.0,400.0,3,3,80,120,72,0,0,0,0,0,None,Shed,700,5,2009,WD,Normal,168500.0,2.5,14,1,0,1,0,1,1,1,1,1858.0,72
86,60,RL,121.0,16059,Pave,None,0,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,1,284.0,3,2,CBlock,3,3,1,1,0.0,1,0.0,1288.0,1288.0,GasA,60,Y,SBrkr,1301,1116,0,2417,0.0,0.0,2,1,4,1,3,9,7,1,3,Attchd,1991.0,1,2.0,462.0,3,3,60,127,82,0,0,0,0,0,None,None,0,4,2006,WD,Normal,260000.0,2.5,15,1,0,2,0,1,1,1,1,3705.0,82
87,60,RL,122.0,11911,Pave,None,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,0,0.0,3,2,PConc,3,3,3,1,0.0,1,0.0,684.0,684.0,GasA,60,Y,SBrkr,684,876,0,1560,0.0,0.0,2,1,3,1,3,6,7,1,4,BuiltIn,2005.0,3,2.0,400.0,3,3,60,100,38,0,0,0,0,0,None,None,0,3,2009,WD,Normal,174000.0,2.5,4,0,0,1,0,1,1,1,1,2244.0,38
88,160,FV,40.0,3951,Pave,Pave,0,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,2,76.0,3,2,PConc,3,3,3,1,0.0,1,0.0,612.0,612.0,GasA,160,Y,SBrkr,612,612,0,1224,0.0,0.0,2,1,2,1,3,4,7,0,0,Detchd,2009.0,2,2.0,528.0,3,3,160,0,234,0,0,0,0,0,None,None,0,6,2009,New,Partial,164500.0,2.5,0,0,1,1,0,1,1,1,0,1836.0,234
89,50,C (all),105.0,8470,Pave,None,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,0,0.0,1,1,CBlock,2,2,1,1,0.0,1,0.0,1013.0,1013.0,GasA,50,N,SBrkr,1013,0,513,1526,0.0,0.0,1,0,2,1,1,6,7,0,0,NoGarage,1915.0,0,0.0,0.0,0,0,50,0,0,156,0,0,0,0,MnPrv,None,0,10,2009,ConLD,Abnorml,85000.0,1.0,94,1,0,0,0,0,0,1,0,2539.0,156
90,20,RL,60.0,8070,Pave,None,0,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,0,0.0,2,2,PConc,3,3,1,6,588.0,1,0.0,402.0,990.0,GasA,20,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,2,5,7,0,0,NoGarage,1994.0,0,0.0,0.0,0,0,20,0,0,0,0,0,0,0,None,None,0,8,2007,WD,Normal,123600.0,2.0,13,1,0,1,0,0,0,1,0,1980.0,0
91,20,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,0,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,20,Y,FuseA,1040,0,0,1040,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1950.0,1,2.0,420.0,3,3,20,0,29,0,0,0,0,0,None,None,0,7,2006,WD,Normal,109900.0,1.0,56,0,0,1,0,0,1,0,0,1040.0,29
92,20,RL,85.0,8500,Pave,None,0,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,0,203.0,2,2,CBlock,2,3,1,3,600.0,1,0.0,635.0,1235.0,GasA,20,Y,SBrkr,1235,0,0,1235,0.0,0.0,1,0,2,1,2,6,7,0,0,Attchd,1961.0,1,2.0,480.0,3,3,20,0,0,0,0,0,0,0,GdWo,None,0,12,2006,WD,Abnorml,98600.0,1.0,45,0,0,1,0,0,1,1,0,2470.0,0
